"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"53",1,0.99593488010222,0.9931126321335,0.988364192229787,0.980435410454181,0.967362065364051,0.946244779182995,0.913228029134556,0.864094458060997,0.795915589239998,0.709456487107656,0.610539811979131,0.508443745593131,0.412161198571778,0.327534107076706,0.256781982840674,0.199563509931539,0.154255145438206,0.118840418836043,0.0913752345869938
"54",1,0.999627905623221,0.999342370379852,0.998811884511763,0.997786988324854,0.995721115191003,0.991412428935854,0.982335871298395,0.963764127570238,0.928567505528295,0.869504764410641,0.784332810190108,0.679442232244376,0.567301234775748,0.46009563655272,0.365512253795207,0.286424110899551,0.222514596062401,0.171948863443939,0.132448660146109
"55",0.995893150344812,0.996529810414534,0.996940065412869,0.997571767787346,0.998463483428638,0.999491212454302,1,0.997995304239083,0.988864145777363,0.964533224936378,0.915424355977503,0.83644136785606,0.732429841468814,0.616502038271675,0.502788692919334,0.400875197024234,0.314845837924129,0.244931896144338,0.18942870228224,0.145984997597583
"56",1,0.996209775435377,0.993575803325058,0.989139429029867,0.981718736912457,0.969448473415333,0.949540474229786,0.918208855551796,0.871156665000112,0.805116647183217,0.720299658254008,0.622050345024911,0.51955464586041,0.422097330036218,0.335939867934923,0.2636319212761,0.20501344478886,0.15852734792426,0.122159390238439,0.0939398019596119
"57",1,0.995381662823717,0.992180783441592,0.986805248897197,0.977856773078772,0.963175106327788,0.939644206570678,0.903281927112017,0.850049289078141,0.777708810362438,0.688118522488062,0.588007674800479,0.48678969792838,0.392860609305183,0.311243369973195,0.243526129394179,0.189026661656094,0.145999970197282,0.112429344843693,0.0864224010216791
"58",1,0.995142044922922,0.991777277743166,0.986130510461119,0.976741536599295,0.961366496602255,0.936798443846608,0.899005911659731,0.844034519736009,0.769949567553936,0.679073053028579,0.578504375775932,0.477695553359021,0.384780703213791,0.304438490200849,0.237996879452318,0.184635484494902,0.142561544362043,0.109759894767055,0.0843605372528708
"59",0.998680554513766,0.999026403002631,0.999235901367254,0.999531968307943,0.999869324185092,1,0.999106156839501,0.995029183845263,0.983104125459409,0.955508053814397,0.90333016589466,0.822322855595977,0.717824252748664,0.602796848307793,0.490819897888151,0.390923020980232,0.306828642793951,0.238599750976797,0.184487218397889,0.142156493615409
"60",1,0.998968128544715,0.998228230820209,0.996940128302197,0.9946694035141,0.990602093699218,0.983200154929794,0.969635873706028,0.945178154828753,0.903381791096983,0.838518129087381,0.750057709414603,0.645196987620219,0.535875143717763,0.433032212027643,0.343201416987499,0.268544412731911,0.208436762697629,0.160983112528315,0.12396204717975
"61",1,0.998498042289208,0.997434724143032,0.995607903609516,0.992452840298929,0.986968841962194,0.97738722783122,0.960682473968537,0.93214754374117,0.885845181678837,0.817104443745015,0.726541522044073,0.621842712690915,0.514540264311511,0.414716345223232,0.328132564987159,0.256483666160845,0.198947900314345,0.153595315159064,0.118246065201826
"62",1,0.997901204226686,0.996427631209474,0.993918127114077,0.989644230899041,0.982372681775381,0.970052518286508,0.949427963709951,0.915853306204988,0.86405821687689,0.790689086330155,0.697728743141739,0.593390463874316,0.488658699425893,0.392562281570379,0.309940655320948,0.241940633322226,0.187514394925476,0.144697351799531,0.111363448825597
"63",1,0.995354843686037,0.99213561789865,0.98672971420399,0.977731900773254,0.962972531079845,0.939325300655963,0.902802378035036,0.849374035980875,0.776836581682422,0.687100261949017,0.586936424442771,0.485763404805078,0.391947999138528,0.310474321153164,0.24290100716068,0.188530088818173,0.14561108209788,0.112127402065617,0.0861891705166785
"64",0.127900222273405,0.131798065940465,0.134550803102901,0.139268964917665,0.147391060530594,0.161455225625454,0.185958138518988,0.228705853495447,0.30209564953727,0.421128185090855,0.591011910022368,0.784637130794446,0.939567719772905,1,0.958659938292103,0.848984966465104,0.712025318995131,0.576541839822438,0.456751867684447,0.357080229055644
"65",1,0.997931637754988,0.99647897410661,0.994004245955302,0.989787293530957,0.982606593446566,0.970425294878381,0.94999880411177,0.91667746973356,0.865156395410388,0.792015515524188,0.699170313610227,0.594809667647731,0.489946730147232,0.393663072337523,0.310843649441458,0.242662045671324,0.188081336571185,0.145138462532674,0.111704602345108
"66",0.968611914309247,0.970512750877139,0.971797356552192,0.973893862008467,0.977213264840265,0.982191579696099,0.988933504163168,0.996268345187578,1,0.99118723747128,0.957417087673296,0.889634955840794,0.790052149575443,0.672058922989435,0.552098024786053,0.442273853266692,0.348387145634601,0.271513567472072,0.21021413840282,0.162107924634108
"67",1,0.99690647447656,0.994750066380508,0.99110596586581,0.984977156460124,0.974753881155039,0.957940523439705,0.930948095741148,0.889305886836495,0.828903406259093,0.748514802905836,0.652189114096845,0.548799299128268,0.448352528942983,0.358211263161288,0.281812969538291,0.219494486644084,0.169886629236946,0.130987691388669,0.100763059006999
"68",0.79957569057104,0.804582005415945,0.808028758279327,0.813773703958406,0.823212134785831,0.83834133383253,0.861590316602197,0.894810136092151,0.936586405893627,0.977916334794625,1,0.981191107230536,0.912018765884838,0.802793366068073,0.675217174924236,0.54924317016812,0.436806654254382,0.342414601221527,0.266038935010243,0.205586354536496
"69",0.0508224172731408,0.052924657777584,0.0544230667589633,0.0570174145889489,0.0615590971077442,0.0696423778426425,0.0843549293559746,0.111797687594349,0.163669887264531,0.259252146050428,0.418483423836714,0.635038163283864,0.850526860631369,0.984501220220635,1,0.919503066647567,0.789490630714553,0.648489566860754,0.518191977313885,0.407195030134122
"70",1,0.996247531797554,0.993639425909945,0.989245937126952,0.981895102882162,0.969735343904122,0.949993956275977,0.918894973567691,0.872130990642578,0.806388476087588,0.721801599298461,0.623647902902875,0.521099311077735,0.423480402645779,0.337110925916946,0.264586761628382,0.205773398414073,0.159123202286358,0.122622354426405,0.0942975614047891
"71",1,0.995760578205173,0.992818996501151,0.987872844647816,0.979622382230315,0.966041173286415,0.944160548641744,0.910083152828126,0.859645237818982,0.790134759215154,0.7026643901824,0.60335035048013,0.501520565419814,0.405981169526382,0.322312423909792,0.252530215115155,0.196182433188101,0.151605535945498,0.116782381630383,0.0897851655468239
"72",0.984491975527548,0.985797400963038,0.986669857707619,0.988075265457964,0.990247565867578,0.993354639659044,0.997132693060261,1,0.997524285056993,0.98112701044271,0.939716748866744,0.866160991238754,0.76401688844694,0.646622476875849,0.529347913522186,0.423087195604502,0.332800719646919,0.259141900089921,0.200531246921235,0.15459299083751
"73",0.673210761374319,0.679340530150719,0.683579786026095,0.690680906014662,0.702446049430926,0.721574729404599,0.751682686400952,0.796490306666344,0.857020876603898,0.926068507956247,0.983240487610966,1,0.957871985976788,0.862375297479813,0.736683131723276,0.60531769586363,0.484447031482505,0.381223460480308,0.296876813901719,0.22973287590249
"74",1,0.995084156039424,0.991679805530245,0.985967546394203,0.976472259076821,0.960930001996602,0.936112131876314,0.897975761921528,0.842587600057343,0.768086386835343,0.676905342422873,0.576231280621184,0.475523792219525,0.382853458661915,0.302816706919509,0.236679818444026,0.183589861350242,0.141742956744276,0.109124455575696,0.0838697645404386
"75",0.93302319353455,0.935893719506844,0.937850909606797,0.941077695473067,0.946279993130359,0.954347985697545,0.966029400339933,0.98091546892648,0.995355100289286,1,0.98032721192335,0.923887714163373,0.8302418396637,0.712542389298367,0.588945864933862,0.473669818175328,0.374045845094958,0.291952332822328,0.226244261060756,0.174564239815835
"76",1,0.995242535103568,0.991946490503056,0.986413443673946,0.977209118617149,0.962124624663122,0.937990923201624,0.900796828482946,0.84655195146123,0.773194371022058,0.682852210236035,0.582471272699785,0.481488822763474,0.388149033005971,0.307274194103826,0.240300429054755,0.186464612595977,0.143993670366327,0.11087167353517,0.0852192376277974
"77",1,0.997151836258202,0.9951637502721,0.991799138795325,0.986126728302887,0.976628344945661,0.960915084097185,0.935474383823763,0.895784190450801,0.837442788787928,0.758707660823097,0.663142214202114,0.559480802460168,0.457978180626159,0.366397495059787,0.28850694346322,0.22483176795039,0.17407599953334,0.134244872030867,0.103281059317205
"78",1,0.995038831374138,0.991603491440605,0.985839964272161,0.97626146650471,0.960588364914229,0.935575100361428,0.897169978375156,0.841456393117855,0.766630663483531,0.675212855628414,0.57445768274557,0.473830196935347,0.38135116614903,0.301552883096896,0.235653648983908,0.182775273265989,0.141105284758051,0.108629475501432,0.0834874831645789
"79",1,0.995462853933457,0.992317520788808,0.987033942236619,0.978234882864964,0.963788600489432,0.940610256429442,0.904735167955439,0.852096684513236,0.780355188993616,0.691210201199148,0.591262489053243,0.48990972105956,0.395636229304615,0.313583060267951,0.245428318565624,0.190537870216454,0.147183551877525,0.113348349136138,0.0871322888789482
"80",1,0.996575034591644,0.994191364890963,0.990170111778785,0.983425969638759,0.972226796801418,0.953935882734581,0.924866889863334,0.880626684638873,0.817503044020121,0.734959269785575,0.63767597397141,0.534689537452019,0.435666805957623,0.347439702200907,0.273014034729355,0.212483391312781,0.164385605015187,0.126711728647578,0.0974579433699026
"81",1,0.997240078444263,0.995312545172596,0.992048509070496,0.986540420327248,0.977303247187595,0.961986935748948,0.93710732463243,0.898125182886493,0.840534845149279,0.762406648784995,0.667125545128606,0.563372276851079,0.461489666296966,0.369386617105578,0.290952640660675,0.226782513668688,0.175607538553641,0.135435786307293,0.104201783977423
"82",1,0.995268068113497,0.991989486740844,0.986485341033288,0.977327952152699,0.962317336377275,0.938294136435516,0.901252412191188,0.847192746957575,0.774020949714991,0.683815721106671,0.583483462523914,0.482457362378521,0.389009506855033,0.307998855434854,0.240889231967612,0.186932216209992,0.144359814762521,0.111155931096588,0.0854387953395941
"83",0.996090258282481,0.996711387329563,0.997110916824409,0.997724680531353,0.998586747493439,0.999566446584986,1,0.997883835822607,0.988601728494289,0.964093178001882,0.914815379921922,0.835717981857171,0.731673962556304,0.615788543550821,0.502163394299412,0.400354163385233,0.314425585639405,0.244599728232282,0.189169372441619,0.145784025790083
"84",0.193919976302222,0.198868601813571,0.20234830012592,0.208284216898735,0.218422307119528,0.235752152473666,0.265329025724227,0.315323700966507,0.397313442358151,0.522337836191907,0.687472057925582,0.858419053400911,0.9764531246571,1,0.933559208148178,0.812628355639357,0.674231745493006,0.542364248802203,0.427982259155009,0.333802805063406
"85",1,0.995490818861156,0.992364619474918,0.987112719805814,0.978365143199421,0.963999987223421,0.940943207888185,0.905236226264144,0.852802978241998,0.781268723420748,0.692278232943119,0.592387660336075,0.4909889255249,0.396596726163444,0.314392948772974,0.24608689412711,0.191061144583332,0.14759341204143,0.113666603594574,0.0873781321390719
"86",0.384206714285928,0.390705759753256,0.395239466972452,0.402906343520891,0.415812434060951,0.437355877468001,0.472750962689707,0.529160810165153,0.61399199483936,0.728637018158477,0.857245111585919,0.961664588877657,1,0.957478879741796,0.85337181223895,0.720791845126102,0.58688525279463,0.466712340445047,0.365752979571103,0.284097701494254
"87",1,0.998879998170437,0.99807944693184,0.996690278847063,0.994253551617772,0.989920055640014,0.982107946408123,0.967951306628078,0.942721885989498,0.900068475558493,0.834462023517848,0.745592572526458,0.640753613015537,0.531809822338926,0.429538514028668,0.340325129267985,0.266241326395149,0.206624328247833,0.159571776223163,0.122869987144377
"88",1,0.99852055886663,0.99747272630492,0.995671689280157,0.992558922113457,0.987142605124714,0.977664937135885,0.961109535708656,0.932767717459818,0.886677535574851,0.81811777901842,0.727651169462797,0.62294207705336,0.515542761288904,0.415575914686479,0.328839180475153,0.257048938919707,0.199392495073031,0.153941401794424,0.118513804953617
